Strain	Accession Number	Originating Lab.	Submitting Lab.
A/Mie/21/2013	EPI463620	mie_prefecture_health_and_environment_research_institute	national_institute_of_infectious_diseases_(niid)
A/HauteNormandie/1274/2018	EPI1208712	institut_pasteur	institut_pasteur
A/Sydney/217/2010	EPI294390	prince_of_wales_hospital	who_collaborating_centre_for_reference_and_research_on_influenza
A/EspiritoSanto/1300/2016	EPI1031775	lacen/es___laboratório_central_de_saúde_pública_do_espírito_santo	instituto_oswaldo_cruz_fiocruz___laboratory_of_respirator
A/Texas/65/2009	EPI227926	texas_department_of_state_health_services_laboratory_services	centers_for_disease_control_and_prevention
A/Jamaica/8132/2018	EPI1259487	university_of_the_west_indies	centers_for_disease_control_and_prevention
A/Shanghai-Luwan/SWL125/2010	EPI257835	?	who_chinese_national_influenza_center
A/Pennsylvania/47/2015	EPI685514	pennsylvania_department_of_health	centers_for_disease_control_and_prevention
A/Sweden/6/2020	EPI1698547	public_health_agency_of_sweden	public_health_agency_of_sweden
A/Newcastle/10/2018	EPI1270303	john_hunter_hospital	who_collaborating_centre_for_reference_and_research_on_influenza
A/BurkinaFaso/85/2017	EPI1088479	irss	centers_for_disease_control_and_prevention
A/Wakayama/75/2015	EPI630402	wakayama_prefectural_research_center_of_environment_and_public_health	national_institute_of_infectious_diseases_(niid)
A/Netherlands/2921/2015	EPI685417	national_institute_for_public_health_and_the_environment_(rivm)	national_institute_for_public_health_and_the_environment_(rivm)
A/Guangdong-Futian/SWL1562/2009-egg	EPI256425	?	who_chinese_national_influenza_center
A/AthensGR/16606/2009	EPI755709	hellenic_pasteur_institute	hellenic_pasteur_institute
A/Malaysia/RP1599/2019	EPI1584501	institut_penyelidikan_perubatan	who_collaborating_centre_for_reference_and_research_on_influenza
A/Brisbane/1008/2019	EPI1483977	institute_of_medical_and_veterinary_science_(imvs)	who_collaborating_centre_for_reference_and_research_on_influenza
A/Netherlands/3079/2015	EPI731559	national_institute_for_public_health_and_the_environment_(rivm)	national_institute_for_public_health_and_the_environment_(rivm)
A/Alaska/3/2018	EPI1181419	alaska_state_virology_lab	centers_for_disease_control_and_prevention
A/Nicaragua/6811/2015	EPI725300	laboratorio_de_virologia,_direccion_de_microbiologia	centers_for_disease_control_and_prevention
A/NewYork/3499/2009	EPI187783	?	other_database_import
A/Serbia/249/2019	EPI1619529	institute_of_immunology_and_virology_torlak	crick_worldwide_influenza_centre
A/Maryland/96/2017	EPI1162199	maryland_department_of_health_and_mental_hygiene	centers_for_disease_control_and_prevention
A/Lao/F0970/2018	EPI1319145	national_center_for_laboratory_and_epidemiology	national_institute_of_infectious_diseases_(niid)
A/Athens/INS125/2009	EPI258320	?	other_database_import
A/Wisconsin/16/2012	EPI386039	wisconsin_state_laboratory_of_hygiene	centers_for_disease_control_and_prevention
A/Sapporo/19/2014	EPI507019	sapporo_city_institute_of_public_health	national_institute_of_infectious_diseases_(niid)
A/Oregon/17/2013	EPI503858	oregon_public_health_laboratory	centers_for_disease_control_and_prevention
A/NewYork/1/2019	EPI1361386	new_york_state_department_of_health	centers_for_disease_control_and_prevention
A/Manitoba/RV4147/2018	EPI1357457	national_microbiology_laboratory,_health_canada	centers_for_disease_control_and_prevention
A/Brazil/2135/2018	EPI1262305	instituto_adolfo_lutz	centers_for_disease_control_and_prevention
A/Moscow/RII-454S/2019	EPI1655407	nic_russia,_ivanovsky_research_institute_of_virology	who_national_influenza_centre_russian_federation
A/NewZealand/1483/2017	EPI1099195	institute_of_environmental_science_&_research	centers_for_disease_control_and_prevention
A/Mozambique/3118/2018	EPI1271242	laboratório_de_isolamento_viral	centers_for_disease_control_and_prevention
A/Lao/F1398/2018	EPI1346420	national_center_for_laboratory_and_epidemiology	national_institute_of_infectious_diseases_(niid)
A/Ghana/DILI-0620/2014	EPI541038	university_of_ghana	national_institute_for_medical_research
A/Cameroon/5732/2019	EPI1716193	centre_pasteur_du_cameroun	crick_worldwide_influenza_centre
A/Texas/10540/2019	EPI1699535	u.s._air_force_school_of_aerospace_medicine_	u.s._air_force_school_of_aerospace_medicine
A/NordrheinWestfalen/68/2018	EPI1219498	?	robert_koch_institute_nationales_referenzzentrum_f?r_influenza
A/SouthDakota/11635/2020	EPI1730148	u.s._air_force_school_of_aerospace_medicine_	u.s._air_force_school_of_aerospace_medicine
A/Delaware/19/2016	EPI767756	delaware_public_health_lab	centers_for_disease_control_and_prevention
A/Linkoping/1/2009	EPI230188	?	swedish_institute_for_infectious_disease_control
A/Singapore/DMS1315/2013	EPI634733	?	other_database_import
A/Texas/406/2017	EPI1452046	baylor_scott_and_white_health	centers_for_disease_control_and_prevention
A/Yokohama/61/2016	EPI740529	yokohama_city_institute_of_public_health.	national_institute_of_infectious_diseases_(niid)
A/HongKong/2162/2017	EPI1019916	government_virus_unit	crick_worldwide_influenza_centre
A/Lao/F3282/2016	EPI903952	ministry_of_health_laos	national_institute_of_infectious_diseases_(niid)
A/Austria/1207286/2019	EPI1689232	department_of_virology,_medical_university_vienna	crick_worldwide_influenza_centre
A/TurksAndCaicos/2684/2019	EPI1507182	caribbean_epidemiology_center	centers_for_disease_control_and_prevention
A/Wisconsin/480/2019	EPI1560940	marshfield_clinic_research_foundation	centers_for_disease_control_and_prevention
A/Castellon/2_0972/2019	EPI1672489	fisabio___public_health,_generalitat_valenciana	center_for_public_health_research_(csisp)
A/Minnesota/40/2009	EPI247365	minnesota_department_of_health	centers_for_disease_control_and_prevention
A/Kansas/3/2010	EPI273704	kansas_department_of_health_and_environment	centers_for_disease_control_and_prevention
A/Egypt/285/2018	EPI1255217	ministry_of_health_and_population	crick_worldwide_influenza_centre
A/California/153/2019	EPI1496709	california_department_of_health_services	centers_for_disease_control_and_prevention
A/Paris/1453/2015	EPI645942	institut_pasteur	crick_worldwide_influenza_centre
A/Yokosuka/52/2010	EPI278707	yokosuka_institute_of_public_health	national_institute_of_infectious_diseases_(niid)
A/NewYork/3074/2009	EPI212595	?	other_database_import
A/Mali/40/2016	EPI828253	nic_lab_cvd_mali	centers_for_disease_control_and_prevention
A/Wisconsin/465/2019	EPI1560849	marshfield_clinic_research_foundation	centers_for_disease_control_and_prevention
A/Nepal/638/2014	EPI540115	national_public_health_laboratory	national_institute_of_infectious_diseases_(niid)
A/Iceland/183/2009	EPI255998	landspitali___university_hospital_	national_institute_for_medical_research
A/Shanghai-Huangpu/SWL1769/2019	EPI1648663	who_chinese_national_influenza_center	who_chinese_national_influenza_center
A/Pakistan/1058/2018	EPI1318483	national_institute_of_health	centers_for_disease_control_and_prevention
A/Australia/80/2009	EPI245193	?	other_database_import
A/Maryland/100/2017	EPI1225286	maryland_department_of_health_and_mental_hygiene	centers_for_disease_control_and_prevention
A/Orenburg/5/2016	EPI704207	?	state_research_center_of_virology_and_biotechnology_vector
A/NorthDakota/14/2018	EPI1206957	north_dakota_department_of_health	centers_for_disease_control_and_prevention
A/Antalya/1103/2016	EPI829382	refik_saydam_national_public_health_agency	crick_worldwide_influenza_centre
A/Lithuania/2215/2016	EPI774729	lithuanian_aids_center_laboratory	crick_worldwide_influenza_centre
A/Kawasaki/54/2019	EPI1484967	kawasaki_city_institute_of_public_health_	national_institute_of_infectious_diseases_(niid)
A/Khmelnitsky/672/2016	EPI773485	institute_of_epidemiology_and_infectious_diseases_ams_of_ukraine	crick_worldwide_influenza_centre
A/Brisbane/PHV001/2019	EPI1584606	queensland_health_forensic_and_scientific_services	queensland_health_forensic_and_scientific_services
A/Tokyo/16102/2016	EPI823485	tokyo_metropolitan_institute_of_public_health	national_institute_of_infectious_diseases_(niid)
A/Latvia/11-003941/2019	EPI1670469	state_agency,_infectology_center_of_latvia	crick_worldwide_influenza_centre
A/SanDiego/WRAIR1663P/2009	EPI308351	?	other_database_import
A/Niger/3456/2016	EPI859016	centre_de_recherche_medicale_et_sanitaire_(cermes)	crick_worldwide_influenza_centre
A/Kaliningrad/3860/2018	EPI1222344	?	state_research_center_of_virology_and_biotechnology_(vector)
A/Ghana/594/2018	EPI1328908	university_of_ghana	crick_worldwide_influenza_centre
A/Illinois/6/2019	EPI1372822	indiana_state_department_of_health_laboratories	centers_for_disease_control_and_prevention
A/Ibaraki/6/2018	EPI1229801	ibaraki_prefectural_institute_of_public_health	national_institute_of_infectious_diseases_(niid)
A/Netherlands/77/2020	EPI1679310	erasmus_medical_center	erasmus_medical_center
A/Connecticut/15/2020	EPI1725380	connecticut_department._of_public_health	centers_for_disease_control_and_prevention
A/Minnesota/40/2019	EPI1490714	minnesota_department_of_health	centers_for_disease_control_and_prevention
A/CostaRica/4314/2009	EPI181742	laboratorio_nacional_de_influenza	centers_for_disease_control_and_prevention
A/Cameroon/9408/2017	EPI1230802	centre_pasteur_du_cameroun	crick_worldwide_influenza_centre
A/Bolivia/1263/2009	EPI194114	cenetrop	centers_for_disease_control_and_prevention
A/Moldova/717/2010	EPI278134	national_centre_for_preventive_medicine	national_institute_for_medical_research
A/Yucatan/150/2013	EPI594485	centro_de_investigaciones_regionales_dr._hideyo_noguchi	universidad_autonoma_de_yucatan
A/Connecticut/40/2019	EPI1663611	connecticut_department._of_public_health	centers_for_disease_control_and_prevention
A/Portugal/GS29/2009	EPI210391	instituto_nacional_de_saude	national_institute_for_medical_research
A/Connecticut/41/2018	EPI1349431	connecticut_department._of_public_health	centers_for_disease_control_and_prevention
A/Afghanistan/1243/2016	EPI827991	national_public_health_laboratory	centers_for_disease_control_and_prevention
A/Taiwan/90112/2011	EPI382534	?	other_database_import
A/Sweden/26/2019	EPI1378045	?	public_health_agency_of_sweden
A/JiangsuGusu/SWL1824/2013	EPI684629	?	other_database_import
A/Sweden/81/2019	EPI1441095	?	public_health_agency_of_sweden
A/Guangdong-Dongwanbendi/SWL1314/2017-egg	EPI1062822	who_chinese_national_influenza_center	who_chinese_national_influenza_center
A/Illinois/17/2016	EPI758207	illinois_department_of_public_health_chicago	centers_for_disease_control_and_prevention
A/Paris/607/2019	EPI1360289	?	institut_pasteur
A/Finland/855/2018	EPI1255123	national_institute_for_health_and_welfare	national_institute_for_health_and_welfare
A/Georgia/14/2018	EPI1195987	georgia_public_health_laboratory	centers_for_disease_control_and_prevention
A/Netherlands/256/2020	EPI1698780	erasmus_medical_center	erasmus_medical_center
A/Moldova/G-188/2009	EPI232266	national_centre_for_preventive_medicine	national_institute_for_medical_research
A/Aichi/120/2016	EPI957388	aichi_prefectural_institute_of_public_health	aichi_prefectural_institute_of_public_health
A/Fukuoka-C/23/2019	EPI1656017	fukuoka_city_institute_for_hygiene_and_the_environment	national_institute_of_infectious_diseases_(niid)
A/Iowa/3/2013	EPI462798	iowa_state_hygienic_laboratory	centers_for_disease_control_and_prevention
A/Montana/21/2016	EPI725626	montana_laboratory_services_bureau	centers_for_disease_control_and_prevention
A/Pennsylvania/91/2016-egg	EPI936793	pennsylvania_department_of_health	other_database_import
A/Catalonia/8621S/2016	EPI748865	barcelona,_facultad_de_medicina	crick_worldwide_influenza_centre
A/Hiroshima/19/2013	EPI460897	center_for_public_health_and_environment,_hiroshima_prefectural_technology_research_institute	national_institute_of_infectious_diseases_(niid)
A/Cambodia/72/2010	EPI331407	institute_pasteur_du_cambodia	who_collaborating_centre_for_reference_and_research_on_influenza
A/Wisconsin/60/2009	EPI239618	wisconsin_state_laboratory_of_hygiene	centers_for_disease_control_and_prevention
A/Sweden/5/2014	EPI508722	?	swedish_institute_for_infectious_disease_control
A/Shanghai-Changning/SWL1988/2015	EPI1338766	who_chinese_national_influenza_center	who_chinese_national_influenza_center
A/SouthCarolina/3/2018	EPI1363429	south_carolina_department_of_health	centers_for_disease_control_and_prevention
A/NewMexico/4/2018	EPI1175401	new_mexico_department_of_health	centers_for_disease_control_and_prevention
A/Hubei-Fangxian/SWL53/2019	EPI1504296	who_chinese_national_influenza_center	who_chinese_national_influenza_center
A/Cambodia/9/2010	EPI279146	institute_pasteur_du_cambodia	who_collaborating_centre_for_reference_and_research_on_influenza
A/Catalonia/2239980NS/2015	EPI589504	barcelona,_facultad_de_medicina	crick_worldwide_influenza_centre
A/Germany/10785/2019	EPI1706316	u.s._air_force_school_of_aerospace_medicine_	u.s._air_force_school_of_aerospace_medicine
A/StPetersburg/RII-345/2018	EPI1279870	russian_academy_of_medical_sciences	who_national_influenza_centre_russian_federation
A/NorthDakota/33/2018	EPI1320161	minnesota_department_of_health	centers_for_disease_control_and_prevention
A/Guam/9869/2019	EPI1654116	u.s._air_force_school_of_aerospace_medicine_	u.s._air_force_school_of_aerospace_medicine
A/Netherlands/29/2020	EPI1672021	erasmus_medical_center	erasmus_medical_center
A/Mauritania/5/2010	EPI256799	institut_pasteur_de_dakar	national_institute_for_medical_research
A/Kuwait/7007/2019	EPI1719779	public_health_laboratory,_virology_unit	centers_for_disease_control_and_prevention
A/Ukraine/5912/2013	EPI466649	ministry_of_health_of_ukraine	national_institute_for_medical_research
A/Iran/192506/2019	EPI1670449	tehran_university_of_medical_sciences	crick_worldwide_influenza_centre
A/DominicanRepublic/487/2018	EPI1312708	laboratorio_nacional_de_salud_publica_dr._defillo	centers_for_disease_control_and_prevention
A/Idaho/48/2019	EPI1661662	state_of_idaho_bureau_of_laboratories	centers_for_disease_control_and_prevention
A/Hungary/13/2011-egg	EPI346712	b._johan_national_center_for_epidemiology,_national_influenza_center	national_institute_for_medical_research
A/Mures/176671/2015	EPI621838	cantacuzino_institute	crick_worldwide_influenza_centre
A/Aichi/1576/2009	EPI286659	aichi_prefectural_institute_of_public_health	national_institute_of_infectious_diseases_(niid)
A/England/55240291/2015	EPI875137	microbiology_services_colindale,_public_health_england	microbiology_services_colindale,_public_health_england
A/Roraima/142435-IEC/2016	EPI833168	national_influenza_center	centers_for_disease_control_and_prevention
A/Netherlands/274/2019	EPI1367370	erasmus_medical_center	erasmus_medical_center
A/Mexico/2376/2009	EPI231323	laboratorio_de_virus_respiratorio	centers_for_disease_control_and_prevention
A/Paris/1547/2019	EPI1398615	?	institut_pasteur
A/Wisconsin/629-D00643/2009	EPI247948	?	other_database_import
A/Curico/45839/2016	EPI828750	instituto_de_salud_publica_de_chile_	centers_for_disease_control_and_prevention
A/HongKong/H090-701-V10/2009	EPI361959	?	other_database_import
A/Nagano-C/10/2014	EPI528085	nagano_city_health_center	national_institute_of_infectious_diseases_(niid)
A/NewYork/9/2011	EPI332578	new_york_state_department_of_health	centers_for_disease_control_and_prevention
A/Beijing/1/2009	EPI180259	who_chinese_national_influenza_center	other_database_import
A/Extremadura/325/2016	EPI731471	servicio_de_microbiología_hospital_san_pedro_de_alcántara	instituto_de_salud_carlos_iii
A/Alaska/70/2017	EPI1124258	alaska_state_virology_lab	centers_for_disease_control_and_prevention
A/Gansu-Xifeng/SWL1202/2019	EPI1648993	who_chinese_national_influenza_center	who_chinese_national_influenza_center
A/Florida/74/2018	EPI1266761	florida_department_of_health_jacksonville	centers_for_disease_control_and_prevention
A/Mexico/85/2016	EPI756683	laboratorio_de_virus_respiratorio	centers_for_disease_control_and_prevention
